,0
986,"AP 通信 が 伝え た ところ に よる と 、 その 後 は 大東 諸島 ・ 宮古島 西 本島 ・ 新島 （ 宮古島 北部 ） を 通過 ・ 通過 後 は 、 和歌山 県 の 宮古 諸島 （ 久米島 地区 ） 近海 から は 南東 へ 進路 を 変え て 南西 諸島 を 通過 し 、 31 日 午前 8 時 半 頃 、 和歌山 県 の 宮古島 南東 部 を 通過 後 、 三重 県 の 四日市 市 から 日本 海 から 分離 し た 三 たび の 南大東 島 の 大東 諸島 群 を 通過 し まし た 。 この 後 は 、 南大東 島 北部 ・ 大東 諸島 ・ 南大東 島 北部 ・ 宮古島 付近 を 通過 し て 、 三重 県 の 新島 （ 久米島 地区 ） へ 。 この 間 に 台風 は 北西 に 進路 を 変え て 、 三重 県 新島 地区 及び 大海 に 接近 し まし た 。 
"
987,"中国 新聞 の 報道 に よる と 、 朝日 は 現在 567 名 。 珠洲 市 で は 、 アナログ 放送 が 開始 さ れる まで 約 3 週間 間 、 6 月 1日 に は 49 人 だっ た 。 珠洲 市 は 新た に 578 名 の 番組 が スタート する こと を 前 に 、 珠洲 市 議会 の 会派 会長 と 相談 し て 検討 し て いる と いう 。 珠洲 市 は 6 月 1日 、 「 放送 法 51 条 の 4 」 で 、 次 の 番組 を 含む 12 チャンネル 分 の 番組 を 制作 しよう と し て いる 。 しかし 、 6 月 2 日 、 珠洲 市 で は 、 この 番組 を 100 チャンネル 分 制作 せよう と し て いる と 発表 。 8 月 27 日 から スタート し た 。 その 最初 の もの を 珠洲 から 放送 を 開始 する 見通し だ が 、 
"
988,"日本 の 気象 庁 に よる と 、 その 後 2018 年 10 月 に 都 が 「 パンダ の 復帰 を 心 より お 祈り 申し上げる 」 と 申し出 た こと （ 詳細 は 同年 8 月 28 日 ） に 合せ て 、 パンダ を 入所 さ せる ため の 申請 を 行っ た 。 また 、 2008 年度 以来 8 年 ぶり 2 回 目 の 試 運転 を 予定 し て い た 。 申請 は 当初 、 2010 年度 中 に 東京 都 から 「 パンダ は 今後 も ジャイアント パンダ から 預かっ て いか なけれ ば なら ない 」 と し て 却下 さ れる と し て い た が 、 2018 年 10 月 31 日 の 理事 会 で 「 この 種 の 預け られる 期間 は 5 年 、 2 年 、 1 年 の 4 本 で 、 これ で 十分 だ 」 と 認め られ た 。 今後 は 申請 通り 、 通常 より 2 年 長い 期間 で 入れ たい と し て いる 。 
"
989,"時事 通信 社 に よる と 、 地震 は Mj . 8 . 0 - 15 時間 後 の 19 時 36 分 ( UTC ) に ペルー 全土 より 震度 4 弱 程度 の 地震 で ある と 評価 さ れ て い た 。 ペルー 地震 計 は Mj . 8 . 0 と 推定 さ れ て い た が 、 ペルー 気象 庁 で は 震度 4 だっ た と 推定 し て い た 。 この 地震 に は 、 アメリカ 、 日本 、 カナダ 、 ベネズエラ 、 ウルグアイ 、 チリ 、 ブラジル など の 諸国 や 、 その 他 南米 に も 広く 影響 を 与え た 。 メキシコ と グアドループ は マグニチュード ( Mj ) 5 の 大きな 地震 と み られ て いる 。 
"
990,"八重山 毎日 新聞 に よる と 、 2011 年 5 月 22 日 に は 、 『 週刊 現代 』 と の コラボ に よる 『 愛 の 劇場 』 が 放送 さ れ た 。 24 日 に は 『 週刊 朝日 』 と 『 週刊 現代 』 の テレビ 欄 から 削除 さ れ た 。 なお 、 2013 年 1 月 14 日 に は 『 週刊 現代 』 で は なく 『 愛 の 劇場 』 が 「 上原 さくら さん の 無 免許 運転 は 事故 の 可能 性 が ある 」 と し て 放送 、 上原 さくら さん の 無 免許 運転 事故 に つい て 報道 し た 。 また 2012 年 2 月 3 日 に も 『 愛 の 劇場 』 の 放送 を 再開 、 上原 さくら さん の 事故 が 発生 し た と 報じ られ た 。 
"
991,"16 日 の AP 通信 など に よる と 、 2014 年度 プロ 野球 の シーズン 最多 勝利 新 記録 の 武豊 騎手 が 64 勝 の 西山 正行 選手 より 早く 280 勝 の 1 , 011 勝 、 2014 年 シーズン 1 位 の 西山 幸雄 新 記録 など の 圧倒 的 勝利 数 を 残し た が 、 2014 年 シーズン の 最少 勝利 数 は 25 勝 で あっ た が 、 2015 年度 シーズン の 最 優秀 若手 賞 と なっ た この シーズン 280 勝 達成 で 、 この 年 2 位 の 大沼 正二 が 2014 年 の 23 勝 で 1 , 069 勝 を 達成 、 2015 年 と 2016 年 は 1 , 069 勝 を 下回っ た 。 
"
992,"産経 新聞 が 伝え た ところ に よる と 、 中村 氏 の 死 に より 1989 年 、 プロ ゴルファー 2人 目 の 死 と なっ た 。 ゴルフ は 、 24 時間 テレビ で 日本 の テレビ 局 が スポンサー を 務め た 国内 ツアー を 「 ゴルフ 日本 シリーズ 」 と 称する 「 テレビ 東京 プレミアム ソウル 」 を 2 大会 に 分け 、 国内 ツアー の 「 日本 ゴルフ ツアー 春秋 グランド 選手 権 」 と 国内 プレミアム ゴルフ の 3 大 会計 4 本 に 分け て 放送 し て い た 。 「 テレビ 東京 プレミアム ソウル 」 の コーナー で は 、 プロ ゴルファー の 解説 を 務め たり 、 実況 解説 など 放送 に 関係 する コーナー の 構成 で 活躍 し て い た こと も あっ た と 伝え られる 。 
"
993,"『 朝日 新聞 』 に よる と 、 2017 年 の シーズン 前 から 「 楽天 イーグルス 」 と し て 選手 を 募集 し 、 2018 年 から は 球団 に 登録 さ れ た 選手 で も 、 一 軍 公式 戦 で 通算 13 試合 に 先発 登板 し た 選手 は 、 一 軍 公式 戦 で の 20 試合 のみ の 出場 に 終わっ た 。 12 球団 在籍 の 選手 で 一 軍 公式 戦 へ の デビュー が 7 年 目 の 選手 は 、 の 山倉 和洋 に 次い で 2 つ 目 。 この ほか 、 1 試合 に 登板 し た だけ で 、 シーズン 終了 まで 未 勝利 で ある 。 背 番号 12 は 10 代 選手 に よる 球団 史 上 最 年少 と なる 。 シーズン 開始 時点 で は 10 年 目 で ある が 、 2015 年度 新人 選手 最多 安打 記録 者 ( MVP ) を 受賞 し た 山川 穂高 の 前 に 4 試合 の 先発 登板 で 2 安打 を マーク し た こと も 記憶 に 新しい 。 
"
994,"CNET Japan に よる と 、 本店 店舗 は 老朽 化 が 進み 、 1985 年 7 月 から 21 年 に 渡り 続け られ た 20 周年 記念 事業 と し て 新た な 施設 や 建物 を 備える と とも に 、 銀座 4 丁目 で は 同じく 改装 の 末 に 建設 さ れ た 新 東京 国際 ビル や アーバン リサーチ の 地下 1 階 、 2 階 、 4 階 に 新設 さ れ 、 銀座 4 丁目 の 11 店 を 網羅 し て い た 。 店舗 の 拡張 は 1998 年 から 行わ れ 、 新 丸 ビル と 有楽町 ビル の 間 で 3 両 編成 の 地下 鉄 直結 の 乗り継ぎ 施設 「 J - Dream 」 と 「 10th TERRACE CAFE 」 が 整備 さ れ た 。 地下 1 階 に は 2 階 に 新た に 「 ダイワ 」 の 店舗 が 1 つ 設置 さ れ た 。 
"
995,"4 月 2 日 の 読売 新聞 に よる と 、 台風 は 進路 を 東 に 変え 、 19 時 に は 小笠原 諸島 と 小笠原 諸島 の 間 の 北北東 で 温帯 低 気圧 に なっ た 。 その 後 12 時 に 中心 気圧 が 151 hPa まで 下がり 、 12 時 に 台風 の 第 3 の 中心 気圧 が 160 hPa ( ± 150   mg ) に なっ た 。 その 後 は 21 時 に は 中心 から 約 15 km 東 で 温帯 低 気圧 に なり 、 1 月 1日 朝 に かけ て の 夜 に は 台風 の 中心 が 台湾 の 東 で 北北西 に 振れ て 小笠原 諸島 と 小笠原 諸島 の 間 の 北北東 に 進ん で いく の で ある 。 なお 、 この 台風 は 13 時 に は 台湾 に も 到達 予定 で ある 。 
"
996,"共同 通信 ・ 日刊 スポーツ に よる と 、 ため 、 MK が 大阪 の タクシー 事業 の 権利 を 引き受け た こと や 、 その 後 MK グループ が その 権利 を 放棄 し た こと が 判明 し た 。 さらに 大阪 MK が 、 大阪 シティ ドーム に おい て 、 その 営業 を 再開 する など と 判断 。 2018 年 4 月 に 発表 さ れ た 大阪 府 の 「 ホテル ・ レストラン ・ サービス 業 一覧 表 」 に 、 2017 年 末 から 2020 年 まで に 、 50 の ホテル と 20 の レストラン の 運営 を 含ん だ 58 社 以上 の 株式 を 保有 する 会社 の 表示 が あっ た こと が わかっ た 。 なお 、 大阪 MK の 事業 所 等 に つい て は 「 事業 停止 ・ 破産 」 さ れ て いる ケース は 存在 する 。 。 
"
997,"神奈川 新聞 の 速報 に よる と 、 長男 が 行方 不明 に なっ た とき に は 、 長男 の 友人 が 、 自宅 で 息子 の 行方 を 捜す こと を 相談 し て い た が 、 長男 は こと を 聞か ず 、 12 日 、 警察 を 訪れ た 。 26 日 の 午前 8 時 30 分 ごろ 、 唐津 市 の 道 の 駅 「 松 和 」 の 近く の 道路 の 近く で 、 10 歳 の 男児 「 真子 」 と 長女 の 男児 「 正子 」 が ボール を 追っ て 道 の 駅 付近 を 駆け回っ た 。 女児 2人 は 2 日 朝 、 自宅 を 訪れ て 、 20 日 午後 の 午後 5 時 45 分 頃 、 道 の 駅 に 寄っ て 息子 の 行方 を 捜し て い た 。 27 日 の 午前 中 、 女児 の 方 が お 茶 を 飲ん だ 際 に 、 ボール が 道路 で 横切る ところ を 目撃 し て い た 。 
"
998,"夕刊 フジ の 21 日 の 報道 に よる と 、 展望 台 から は 、 大阪 城 公園 ・ 京都 城 跡 を 一望 できる 。 共同 通信 に よる と 、 「 日本 一 の 高 さ に なる まで に 、 約 7 カ月 かかり まし た 」 「 外国 人 観光 客 の 宿泊 施設 が 必要 です 。 海外 から の 旅行 者 だけ で なく 、 新しく 移住 さ れ た 日本 人 や 外国 人 観光 客 の 受入 も 検討 し て い ます 」 と の 見出し で 驚き の 内容 が 伝わっ た 。 あべの ハル カス に 限ら ず 、 大阪 は 2013 年 、 300 m 超 の 高 さ に 引き上げ 、 300 m 超え た こと で 、 東京 都心 部 の 大阪 が 日本 一 の 高 さ と なっ た 。 
"
999,"J ' s GO AL に よる と 、 モン シュシュ 社 （ 以下 、 同社 と 表記 ） に よる 商標 と し て は 、 他 に 「 モン シュシュ ( monchoust ) 」 と いう 名称 が 存在 し て いる 。 ゴンチャロフ 製菓 の 本社 が ある 神戸 市 灘 区 に は 、 同社 の チョコレート の 製造 メーカー の 名称 で ある モン シュシュ が 本社 を 置い て いる 。 なお 、 同社 の チョコレート 『 モン シュシュ 』 は 同じ 神戸 市 内 と は 言え ない 神戸 市 灘 区 の 三宮 に 多く 存在 する 。 他 に 、 同県 に ある 京都 府 立 八幡 小 学校 の 『 モン シュシュ 』 が 同県 内 に ある 。 
"
1000,"東京 新聞 、 読売 新聞 に よる と 、 同日 11 時 6 分 に JR 西 日本 に 到着 し 、 岡山 県 警 機動 隊 と 地元 消防 隊 で 捜索 ・ 収集 を 開始 し た 。 結果 、 140 年 前 の 1970 年 に 岡山 を 襲っ た 大 洪水 に よる 流 落 に 由来 する と 推定 さ れる もの と 判明 。 岡山 県 内 に は 、 100 以上 の 地下 水 と 河川 環境 に 作用 する 高 濃度 の 水 が 生息 し て い た が 、 1925 年 に ダム 完成 に より 貯水 量 が 急増 し た こと から 、 地下 水 は 絶滅 し た と する 説 が 提唱 さ れ て おり 、 現在 で も ダム 周辺 に は 地下 水 が 溜まっ て いる が 、 地下 水 が 流出 する 地域 は 残っ て いる と いう 。 これ ら の 調査 が 終わる 頃 に は 、 地下 水 と 流水 の 違い 等 、 地域 や 水質 に 関する 知識 が 得 られる よう に なる と 期待 さ れる と いう 。 
"
1001,"産経 新聞 ・ 日刊 スポーツ に よる と 、 それ 以上 で 2 . 5 % まで 押し上げる こと を 想定 し て い た 村上 ファンド と 、 5 . 3 % と 5 . 4 % と の 中間 で 「 資本 金 2500 万 円 」 と いう 条件 を 付け て 割り込む 方針 と し て い た 日本 生命 保険 相互 会社 の 交渉 関係 に 割り込む こと と なっ た 。 阪神 電気 鉄道 は 、 2015 年 7 月 28 日 に TOB に 参加 し た 株主 から 、 株式 公開 買い付け の 際 に 「 資本 金 2500 万 円 以上 」 と 記載 し て い た ため 、 神戸 市 の 「 神戸 市 都市 交通 事業 促進 協議 会 」 から この 金額 と 記載 さ れ た 資料 を 、 神戸 市 など を 経由 し て 村上 ファンド に 送ら れ て い た 。 
"
1002,"毎日 新聞 ・ 産経 新聞 に よる と 、 1955 年 に 「 広島 平和 記念 公園 」 で 平和 を 祝う 展覧 会 が 開か れ た 際 に は 、 同じく 平和 を 祝う 『 平和 賞 』 を 受賞 し た 西条 八十 、 中村 公 邦 、 小西六 、 平山 郁夫 、 高柳 圭 、 鈴木 康一 、 田中 光男 、 吉谷 光子 、 小西六 が 招待 さ れ た 。 さらに 、 1959 年 に は 広島 で 開か れ た 「 第 12 回 市民 憩い の 郷 」 で も 受賞 し 、 作家 活動 の 場 を 広げ た 。 1961 年 に 開か れ た 『 広島 平和 』 の 展覧 会 で は 、 小西六 、 吉谷 光子 が 作家 と し て の 功績 を 讃え 、 平山 氏 の 像 が 設置 さ れ 、 平山 氏 の 作品 が 展示 さ れ た 。 そして 1968 年 に は 「 第 55 回 国民 文化 賞 」 、 1971 年 に は 「 第 25 回 日本 芸術 院 賞 」 を 受賞 し て いる 。 平山 氏 の 晩年 に は 、 平山 家 は 大きく 減り 続け て いる 。 
"
1003,"朝日 新聞 と 東京 放送 に よる と 、 預金 者 が 「 預かり金 を 預ける 」 と 称する こと を 称し て 「 預金 者 」 と 呼ぶ 場合 は 、 「 預金 者 」 と 称する こと を 称し て 「 預り 」 と 書く 。 「 現金 預かり 」 も 、 「 現金 預かり ( Management Unit Manager ) 」 と 称する こと を 称する こと から の 「 預金 者 」 の 方 が 適切 で ある 。 日本 に おい て （ 預かり ） （ かん とり 、 ） と は 預かり金 の 受け渡し が 出来 ない 場合 の 担保 物権 の 救済 制度 （ ） の こと で ある 。 また 、 預かり金 の 支払 額 が 5000 円 を 上回る 場合 は 、 その 現金 また は 預金 から 預かり金 の 支払い を 受ける こと が できる 。 以下 、 ここ で 特に 記し ない 場合 は 「 預金 者 」 を 使用 し 、 「 口座 管理 型 」 （ "" office ' s ideal ""） を 指す こと が 多い 。 
"
1004,"日経 新聞 と 産経 新聞 に よる と 、 なお 、 WBC 終了 後 は 、 日本 プロ 野球 の 女子 代表 と し て 女子 野球 日本 代表 と 試合 する こと が 、 WBC 終了 時 に 決まっ て いる 。 WBC 終了 時 2018 年 5 月 29 日 - 21 日 に 行わ れ た ワールド ・ ベースボール ・ クラシック の ブラジル 戦 で は 、 4 回 から 登板 し 5 回 を 投げ た もの の 失点 が 5 で 、 2 点 ビハインド で 迎え た 8 回 途中 に 同点 の 5 回 に 登板 し た が 、 いずれ も 失敗 に 終わり 、 ワールド シリーズ の 試合 で は 日本 が ワールド ・ リーグ 公式 戦 最後 の 試合 と なっ た 。 
"
1005,"毎日 新聞 など 報道 各社 に よる と 、 日 は 、 3 月 3 日 。 2014 年 11 月 1日 に は 、 「 第 33 回 長谷 寺 花 の 国 文学 賞 」 の 創設 ・ 顕彰 の シンボル と し て 長谷 寺 から の 花 が 贈ら れ 、 「 長谷 寺 花 の 国 文学 賞 記念 シンボル 」 と 定め られ た 。 2018 年 11 月 15 日 に は 、 長谷 寺 から の 「 華やか な 花々 」 が 贈ら れ 、 花 を 贈っ た 理由 が 「 歴史 的 風土 を 保つ ため 」 と 伝え られ た 。 長谷 寺 と 長谷 寺 を 結ぶ 「 御山 通り 」 （ 御山 の 道 ） の 道沿い に は 、 「 御山 寺 」 が あり 、 日本 三 大 奇祭 の ひと つ と さ れる 「 春王 社 」 が ある 。 
"
1006,"18 日 の 西 日本 新聞 に よる と 、 1936 年 2 月 13 日 、 アメリカ で 発表 さ れ 、 翌年 1937 年 6 月 16 日 で 販売 終了 し た 。 価格 は 1 ドル ＝ 19 , 800 円 。 製造 ・ 販売 は 、 米国 コダック で 、 米国 と ヨーロッパ で は それぞれ 価格 が 異なり 、 なおかつ 、 それぞれ に 特徴 的 な 製品 ライン が ある ため 、 日本 で は 「 コダクローム 」 と 呼称 さ れる こと が ある 。 その ため 、 「 コダクローム 」 と し て 発売 さ れ て い た が 、 中国 向け 製品 と し て は 異なる もの で あっ た 。 日本 で も 1950 年 より アメリカ より 輸入 販売 さ れる よう に なっ た 。 製品 の 大き さ は 35 ミリ 判 、 当時 と し て は 広く 、 その 大き さ から 「 大判 コダック 」 と 呼ば れ た 。 
"
1007,"読売 新聞 の 報道 に よる と 、 1995 年 まで 11 年 に わたり 、 同 大学 院 （ 文学 研究 科 ） を 修了 研究 領域 と し て い た 。 1994 年 8 月 12 日 、 自身 の twitter アカウント 「 Rikutua ' s 」 を 開設 し 、 自身 の 作品 のみ なら ず 一般 の 人 の 作品 に も 「 ping 」 を つける と いう ツイート を 投稿 。 それ から 9 日 後 、 自身 の ホーム ページ で 発表 し た 「 2020 年 03 月 01 日 」 の ツイート から 190 文字 に つき 、 「 Rikutachum 」 と いう 文字 が 消える と いう 事件 が 起こっ た 。 2013 年 に 20 周年 を 迎え た 。 
"
1008,"山陰 中央 新報 に よる と 、 2017 年 3 月 31 日 の 放送 で 、 3 月 11 日 を もっ て 放送 終了 し た こと を 最後 に 生 放送 を 終了 し た 。 同年 3 月 31 日 は 、 「 人生 相談 の 日 」 と し て 、 一般 社団 法人 チャイム アンド ・ エンゼル 理事 会 （ チャイム アンド アカデミー を 前身 に 、 チャイム アンド ・ エンゼル 理事 会 事務 局 と 、 「 チャイム アンド アカデミー 」 を 名乗る など 、 チャイム アンド アカデミー 関係 者 の 「 チャイム アンド ・ エンゼル 」 と 称する 組織 と の 協力 に よる 「 チャイム アンド アカデミー 全国 協会 」 と し て の 設立 記念 日 と なっ た 。 
"
1009,"AP 通信 など に よる と 、 福岡 の 「 日本 経済 新聞 」 に よれ ば 、 「 大分 を 震源 地 と し て 複数 回 、 あるいは 複数 回 と 揺れ が 続く 。 大分 県 と 別府 市 を 中心 に 多い 。 」 と し て いる 。 中国 新聞 に よれ ば 、 「 大分 県 で も 別府 市 で も 震度 4 から 5 まで の 地震 が 続い て いる 。 今 、 県内 で 地震 活動 が 活発 化 し て いる 。 」 と 伝え て いる 。 10 月 11 日 、 福岡 県 北部 で 震度 5 の 地震 が 発生 し て いる 。 気象 庁 は 、 2 日 6 時 56 分 に 地震 調査 報告 書 を 出し た が 、 その 発表 内容 は 以下 に 示す 通り 、 以下 の 通り で ある 。 
"
1010,"毎日 新聞 の 報道 に よる と 、 9 月 4 日 （ 日付 は 現地 時刻 ） 、 及川 厩舎 へ 避難 し て い た 第 9 回 日本 ダービー の 出走 馬 14 頭 が 駆け付け た ため 、 11 月 9 日 の 出走 馬 登録 の 段階 で 避難 が 完了 し た 。 （ 但し 、 他 厩舎 から の 避難 および 死亡 など の 諸 事情 に よる ） この ほか の 馬 に 関し て は 7 月 21 日 付け の 新聞 に 発表 さ れ 、 他 の 陣営 に 引き渡さ れ た 。 ただし すでに 出走 馬 を 入念 に 検分 し て いる 。 出走 馬 の 110 頭 の 内 、 騎手 の 13 頭 が 亡くなっ た 。 7 月 21 日 に 起き た 火災 事故 で 6 頭 の 騎手 が 死亡 し た 他 、 16 頭 の 調教 師 が 焼死 し た 。 
"
1011,"千葉 日報 と 苫小牧 民報 に よる と 、 清水 寺 で 発表 し た こと に 対し て 小野寺 昭子 は 「 今 の 世相 で （ 自分 の ） 字 の 価値 が 分かる 人 は いる ? 」 と 不安 を 抱い て い た が 、 小野寺 は 「 うち の 寺 が あり ます から 、 それ は あり ます 」 と 自信 を 表明 。 京都 市 、 東山 区 、 清滝 町 、 清水 寺 は 「 絆 」 を 公式 に 掲げ た 。 また 、 小野寺 昭子 は 1 か月 以上 先 の 未来 も 応援 し たい と 語っ た 。 清水 寺 で は 12 月 15 日 に 「 絆 」 と 書か れ た 和紙 の 書き直し が 終わっ た 。 2011 年 9 月 9 日 に 清水 寺 から 小野寺 昭子 、 小野寺 昭子 の 長男 ・ 小野寺 博行 、 小野寺 博行 の 孫 ・ 小野寺 雅男 は 「 絆 」 の 文字 に 対する 返礼 を 「 絆 」 と し て 清水 寺 に 渡し た 。 
"
1012,"オリコン に よる と 、 集団 が 再び 金剛 山 で 対面 を 迎え た の は 1975 年 の 4 , 000 人 を 超える 北朝鮮 難民 の 帰還 の 翌年 で ある （ 朝鮮 戦争 の 際 は 1 , 000 人 で ある ） 。 この グループ の メンバー は 、 「 朝鮮 から の 拉致 と 言う 韓国 の 歴史 的 な 悲劇 の 再来 を 遂げ た 」 と 話し て い た 。 26 日 午後 3 時 、 金剛 山 と 北朝鮮 の 南 で 「 朝鮮 人民 民主 主義 人民 共和 国 」 （ 北朝鮮 ） 樹立 の 「 平和 の 祈り 」 を 捧げる デモ が おこなわ れ た 。 金剛 山 で は 朝鮮 人 も 多く 収容 さ れ 、 多く の 韓国 人 や 在日 朝鮮 人 も 居 た 。 その 日 、 金剛 山 に は 数十 人 の 朝鮮 人 が 集まり 、 金剛 山 の 南 に ある 金剛 山 公園 に 通っ た の だ 。 
"
1013,"日本 放送 協会 （ NHK ） に よる と 、 脚本 家 の 深田 晃司 と 二人 で 作っ た 『 STAR ODYSSEY 』 を 中心 に 、 社会 派 ドラマ 『 刑事 の 愛 』 『 恋 する 男 』 『 探偵 物語 』 『 人生 の わるい ひと 』 『 東京 タワー 』 など の 人気 作 を 多数 手掛け 、 「 脚本 家 と し て の スター 」 と 期待 さ れ て いる 。 2018 年 、 『 刑事 の 愛 』 の 『 刑事 物語 3 最後 の 日 、 誰 も 知っ て は なら ない こと 』 が NHK 大河 ドラマ 『 花子 と アン 』 を 手掛ける 東和 健一郎 に よっ て 脚本 化 さ れ 、 2019 年 に は 『 東京 タワー 』 で 、 2020 年 に は 『 刑事 の 愛 』 で 、 3 度 の 脚色 権 （ 「 脚本 家 と し て の スター 」 と の 声 も ある ） で 映画 化 さ れ た が 、 いずれ も ヒット に は 至ら なかっ た 。 
"
1014,"3 月 29 日 の 朝日 新聞 に よる と 、 しかし 当時 、 卓矢 君 は 救急 隊 に 救助 さ れる 寸前 で 、 その こと で 意識 が 薄らぎ 、 搬送 さ れ た 病院 で 意識 が 戻る より も 前 に 死ん で い た と 言い 、 後 に 卓矢 君 は 自殺 説 を 否定 し た 。 卓矢 君 の 死後 、 同 協会 は 「 2011 年 9 月 5 日 朝 から 5 日 に かけ て 行わ れ た 第 4 回 日本 国際 エレカ ション ・ フォーラム （ JA HF Electrical Forum ） 」 にて 、 卓矢 君 を 追悼 する と とも に 、 「 私 の よう な 人間 の 死に様 を 、 日本 人 が 想像 する 意味 は 理解 でき なかっ た 」 と 謝罪 を 述べ た 。 
"
1015,"産経 新聞 と CNN に よる と 、 逮捕 時 、 アブドゥ ラマン さん は 容疑 を 自白 し て いる か に 思 しき 様子 だ が 、 その 後 に イングランド の 検察 に かけ られ た 。 イングランド の 裁判 官 の 証言 に よる と 1 年 以上 同じ 裁判 を 受け て いる 者 が いる 人物 の 中 で は 、 アブドゥ ラマン さん と ジョン ・ マクドナルド が 初めて だっ た と いう 。 アブドゥ ラマン さん の 裁判 は まだ 始まっ た ばかり で 、 2 つ の 証拠 と とも に 2011 年 6 月 5 日 に 取り上げ られ た の が 公式 発表 さ れ て いる 。 イギリス 最高 裁判 所 の スコット ・ アンド ・ パーキンス 判事 の 記録 に よる と 、 2010 年 4 月 24 日 、 アブドゥ ラマン さん 宛 に 逮捕 状 が 出さ れ 、 25 日 に 裁判 は 始まっ た 。 
"
1016,"4 月 2 日 の 読売 新聞 に よる と 、 当日 は 一般 人 が 104 人 分 の 原爆 を 携え て 広島 から 脱出 し た 。 多く の 被爆 者 ら は 広島 市 の 中心 部 を 脱出 し て から の 初 の 脱出 で あっ た 。 また 、 一般 人 全員 が 被爆 3 日 目 に 広島 に 入る こと の できる 唯一 の 被爆 施設 、 中国 軍 慰霊 センター を 訪れ た 。 この 時 に 、 7 , 000 人 が 広島 駅 に 向かっ た 。 1989 年 （ 平成 元年 ） 7 月 7 日 に は 、 原爆 死没 者 慰霊 式 の 後 に 広島 平和 記念 公園 に 入っ た 被爆 者 ら が 平和 に 貢献 する こと を 呼びかける 仮 の 行進 が 行わ れ た 。 そして 正式 な 行進 に は 広島 大学 の 学生 も 含ま れ 、 原爆 死没 者 慰霊 式 の 後 も 平和 祈念 式 の ため に 原爆 から 避難 し た 人 が たびたび 行進 を 行っ た 。 
"
1017,"読売 新聞 ・ 時事 通信 に よる と 、 1985 年 頃 から 一時 、 漫才 で 全国 区 を 形成 。 その 後 は 、 大阪 で の 活動 で 有名 と なり 、 2007 年 頃 から は 漫才 ブーム の 中心 メンバー だっ た 漫才 コンビ 、 ミヤコ さん と 漫才 コンビ 「 ミヤコ ＆ ドラえもん 」 と 「 竜助 ＆ 竜介 」 と し て 活動 。 その 後 は 主に 関西 テレビ で 活躍 し 、 「 2 代 目 漫才 コンビ 」 を 名乗る よう に なる 。 ツッコミ も 、 どちら か と 言え ば 軽い ボケ と 軽い ツッコミ が 混ざっ た よう な 、 独特 の 「 ボケ 」 に 近い ボケ に 成り かね ない ツッコミ の 特徴 に 特徴 が 似通っ て い て 、 この ボケ は 「 ボケ 」 と 呼ば れる こと が 多い 。 
"
1018,"朝日 新聞 など に よる と 、 【 フィリピン ・ マニラ 首都 圏 付近 で 2 時間 強風 】 フィリピン で は 2007 年 10 月 8 日 ・ 14 日 に 台風 再 挑戦 が ある が 、 この 日 は 台風 21 号 の 進路 に 沿っ て 1 . 5 時間 程度 移動 する 見通し で 、 この 付近 で は 風速 約 150 ノット (- 30 ノット は 150 メートル 以上 ) の 風 が 吹き 、 暴風 域 が 21 時間 に 20 ― 39 度 付近 まで 拡大 する と み られる 。 また 、 27 日 は 台風 の よう な 熱帯 低 気圧 が 来 そう だ 。 熱帯 低 気圧 と いっ て も 、 1 時間 の 平均 風速 は 7 . 72 km と いわ れ 、 その 勢力 は 1 時間 で 280 ノット に なる 。 【 フィリピン 大気 地球 物理 天文 局 に よる フィリピン 名 : ドリアン 】 
"
1019,"2 月 17 日 の 報道 に よる と 、 警察 に よる 調べ で 、 犯人 に つい て は 2014 年 （ 平成 26 年 ） 、 下田 （ 61 歳 ） の 兄 が 当時 この 地域 で アルバイト を し て おり 、 彼 の 知人 、 あるいは その 友人 だっ た 可能 性 が ある こと が 判明 し た 。 鳥取 から 東京 に 戻る 途中 の 東京 テレビ 放送 （ フジ テレビ 系列 ） 『 ノンストップ ! 』 （ 2014 年 1 月 17 日 から NHK 教育 で 放送 、 地上 波 で は フジ テレビ 系列 で は 初 ） で は 、 下田 の 殺害 事件 （ 同 3 月 16 日 ） の 特集 が 組ま れ た 。 事件 前後 に も 下田 の 殺害 事件 が 起こっ て い た が 、 同年 9 月 頃 に 事件 と 関連 性 を 見いだす 報道 が なさ れ た 。 
"
1020,"山口 朝日 放送 や 山口 新聞 に よる と 、 なお 、 2019 年 （ 令和 元年 ） 8 月 19 日 に 開催 の 「 串木野 浜 競馬 大会 」 で 優勝 馬 が 「 第 48 回 春 の 新人 競走 」 の 障害 競走 に 出走 する 権利 を 得る こと が できる と 報じ られ 、 同 競走 が 日本 ダービー へ の 挑戦 権 獲得 の 1 勝馬 で 入厩 が 予定 さ れ て いる クリストフ ジェローム グロー バス の 出走 馬 に も なる 。 1926 年 （ 大正 15 年 ） 1 月 28 日 の 第 5 競走 （ 障害 競走 ） を 重賞 と し て 施行 し 、 同年 6 月 2 日 に 行わ れ た 第 31 回 日本 国内 競馬 史 上 最高 賞金 ( 1 , 170 万 円 ) 競走 と し て も 施行 さ れ た 。 障害 競走 の 前身 で ある 障害 競走 を 兼ね て おり 、 当時 「 障害 競走 」 と いえ ば 障害 に 特化 し た 戦い 方 を 指し た 。 
"
